question_id,mode,image,gt_answer,answer_extracted,bbox_iou,error_type,notes
3889,answer_reasoning_compressed,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No,0.03152724365076343,,
4191,direct_then_explain,cot/cub/174.Palm_Warbler/Palm_Warbler_0106_169571.jpg,No,Yes,0.5565794177225243,,
1454,direct_then_explain,cot/cub/062.Herring_Gull/Herring_Gull_0093_46029.jpg,Yes,No,0.003594577698812233,,
2341,direct_then_explain,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No,0.33096346117619163,,
3303,direct_then_explain,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,0.25523012552301244,,
2399,direct_then_explain,cot/cub/101.White_Pelican/White_Pelican_0051_97833.jpg,No,Yes,0.37262599570350374,,
311,direct_then_explain,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,Yes,0.05553809989293861,,
135,direct_then_explain,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,0.9371009501048514,,
1624,direct_then_explain,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No,0.24602153450260714,,
3306,direct_then_explain,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No,0.0,,
4281,direct_then_explain,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No,0.15754180636831255,,
4331,direct_then_explain,cot/cub/179.Tennessee_Warbler/Tennessee_Warbler_0076_174807.jpg,No,Yes,0.20525070736119483,,
437,direct_then_explain,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,No,0.8430232558139533,,
35,direct_then_explain,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,Yes,No,0.8174865646961555,,
3185,direct_then_explain,cot/cub/133.White_throated_Sparrow/White_Throated_Sparrow_0033_129016.jpg,Yes,No,0.3047764346907639,,
2017,direct_then_explain,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes,0.7232432432432433,,
4714,direct_then_explain,cot/cub/193.Bewick_Wren/Bewick_Wren_0109_185170.jpg,No,Yes,0.1605239110569601,,
2211,direct_then_explain,cot/cub/093.Clark_Nutcracker/Clark_Nutcracker_0104_85531.jpg,Yes,No,0.3083868378812199,,
40,direct_then_explain,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,Yes,0.9032516939080261,,
186,direct_then_explain,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,No,0.8587786259541984,,
3596,direct_then_explain,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,Yes,0.367298713455633,,
907,direct_then_explain,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes,0.0,,
4343,direct_then_explain,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No,0.3453756520891229,,
3889,direct_then_explain,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No,0.03152724365076343,,
4191,,cot/cub/174.Palm_Warbler/Palm_Warbler_0106_169571.jpg,No,Yes,0.5565794177225243,,
3197,,cot/cub/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0068_129446.jpg,Yes,No,0.06090580914833996,,
1454,,cot/cub/062.Herring_Gull/Herring_Gull_0093_46029.jpg,Yes,No,0.003594577698812233,,
2341,,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No,0.33096346117619163,,
3303,,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,0.25523012552301244,,
976,,cot/cub/044.Frigatebird/Frigatebird_0058_43251.jpg,Yes,No,0.23576428415724074,,
311,,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,Yes,0.05553809989293861,,
135,,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,0.9371009501048514,,
2206,,cot/cub/092.Nighthawk/Nighthawk_0053_84436.jpg,Yes,No,0.2772330320208365,,
3024,,cot/cub/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0003_796917.jpg,Yes,No,0.29515753735384065,,
3249,,cot/cub/137.Cliff_Swallow/Cliff_Swallow_0012_133527.jpg,Yes,No,0.009174311926605509,,
1624,,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No,0.24602153450260714,,
3306,,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No,0.0,,
4281,,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No,0.15754180636831255,,
1458,,cot/cub/063.Ivory_Gull/Ivory_Gull_0010_49169.jpg,Yes,No,0.005702368066738805,,
437,,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,No,0.8430232558139533,,
35,,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,Yes,No,0.8174865646961555,,
3185,,cot/cub/133.White_throated_Sparrow/White_Throated_Sparrow_0033_129016.jpg,Yes,No,0.3047764346907639,,
2017,,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes,0.7232432432432433,,
2211,,cot/cub/093.Clark_Nutcracker/Clark_Nutcracker_0104_85531.jpg,Yes,No,0.3083868378812199,,
40,,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,Yes,0.9032516939080261,,
186,,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,No,0.8587786259541984,,
3596,,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,Yes,0.367298713455633,,
907,,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes,0.0,,
4343,,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No,0.3453756520891229,,
4608,,cot/cub/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0042_182373.jpg,No,"[0.350, 0.312, 0.764, 0.930]",0.39923080530931926,,
3889,,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No,0.03152724365076343,,
4191,structured_evidence,cot/cub/174.Palm_Warbler/Palm_Warbler_0106_169571.jpg,No,Yes,0.5565794177225243,,
3197,structured_evidence,cot/cub/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0068_129446.jpg,Yes,No,0.06090580914833996,,
1454,structured_evidence,cot/cub/062.Herring_Gull/Herring_Gull_0093_46029.jpg,Yes,No,0.003594577698812233,,
2341,structured_evidence,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No,0.33096346117619163,,
3303,structured_evidence,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,0.25523012552301244,,
976,structured_evidence,cot/cub/044.Frigatebird/Frigatebird_0058_43251.jpg,Yes,No,0.23576428415724074,,
311,structured_evidence,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,Yes,0.05553809989293861,,
135,structured_evidence,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,0.9371009501048514,,
2206,structured_evidence,cot/cub/092.Nighthawk/Nighthawk_0053_84436.jpg,Yes,No,0.2772330320208365,,
3024,structured_evidence,cot/cub/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0003_796917.jpg,Yes,No,0.29515753735384065,,
3249,structured_evidence,cot/cub/137.Cliff_Swallow/Cliff_Swallow_0012_133527.jpg,Yes,No,0.009174311926605509,,
1624,structured_evidence,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No,0.24602153450260714,,
3306,structured_evidence,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No,0.0,,
4281,structured_evidence,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No,0.15754180636831255,,
1458,structured_evidence,cot/cub/063.Ivory_Gull/Ivory_Gull_0010_49169.jpg,Yes,No,0.005702368066738805,,
437,structured_evidence,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,No,0.8430232558139533,,
35,structured_evidence,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,Yes,No,0.8174865646961555,,
3185,structured_evidence,cot/cub/133.White_throated_Sparrow/White_Throated_Sparrow_0033_129016.jpg,Yes,No,0.3047764346907639,,
2017,structured_evidence,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes,0.7232432432432433,,
2211,structured_evidence,cot/cub/093.Clark_Nutcracker/Clark_Nutcracker_0104_85531.jpg,Yes,No,0.3083868378812199,,
40,structured_evidence,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,Yes,0.9032516939080261,,
186,structured_evidence,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,No,0.8587786259541984,,
3596,structured_evidence,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,Yes,0.367298713455633,,
907,structured_evidence,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes,0.0,,
4343,structured_evidence,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No,0.3453756520891229,,
4608,structured_evidence,cot/cub/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0042_182373.jpg,No,"[0.350, 0.312, 0.764, 0.930]",0.39923080530931926,,
3889,structured_evidence,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No,0.03152724365076343,,
